pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim
,,,,0.165,0.033,-0.014,0
,,,,0.273,0.136,-0.136,0
,,,,0.186,0.093,-0.093,0
,,,,0.3,0.11,-0.05,0
,,,,0.15,0.062,-0.021,0
,,,,0.105,0.006,-0.01,0
,,,,0.755,0.123,-0.065,0
,,,,1.055,0.054,-0.045,0
,,,,0.852,0.069,-0.057,0
,,,,0.156,0.044,-0.017,0
,,,,0.871,0.249,-0.172,0
,,,,0.272,0.082,-0.056,0
,,,,0.63,0.072,-0.048,0
,,,,0.249,0.015,-0.015,0
,,,,0.213,0.014,-0.014,0
,,,,0.515,0.02,-0.027,0
,,,,0.223,0.008,-0.009,0
,,,,0.154,0.021,-0.012,0
,,,,0.141,0.024,-0.013,0
,,,,0.316,0.131,-0.048,0
,,,,0.081,0.005,-0.004,0
,,,,0.217,0.008,-0.035,0
,,,,0.426,0.174,-0.067,0
,,,,0.13,0.022,-0.012,0
,,,,0.187,0.013,-0.01,0
,,,,0.261,0.157,-0.157,0
,,,,0.226,0.136,-0.136,0
,,,,0.146,0.019,-0.01,0
,,,,0.147,0.021,-0.01,0
,,,,0.099,0.043,-0.016,0
,,,,0.12,0.016,-0.011,0
,,,,0.309,0.133,-0.061,0
,,,,0.169,0.02,-0.013,0
,,,,0.227,0.022,-0.017,0
,,,,0.28,0.032,-0.047,0
,,,,0.105,0.005,-0.008,0
,,,,0.252,0.062,-0.028,0
,,,,0.241,0.017,-0.013,0
,,,,0.202,0.039,-0.039,0
,,,,0.263,0.055,-0.055,0
,,,,0.343,0.029,-0.021,0
,,,,0.134,0.012,-0.011,0
,,,,0.134,0.03,-0.019,0
,,,,0.222,0.017,-0.012,0
,,,,0.103,0.009,-0.007,0
,,,,0.068,0.01,-0.007,0
,,,,0.058,0.008,-0.005,0
,,,,0.078,0.011,-0.008,0
,,,,0.068,0.009,-0.007,0
,,,,0.242,0.108,-0.045,0
,,,,0.159,0.008,-0.006,0
,,,,0.241,0.02,-0.016,0
,,,,0.279,0.052,-0.03,0
,,,,0.08,0.025,-0.011,0
,,,,0.236,0.048,-0.019,0
,,,,0.229,0.02,-0.018,0
,,,,0.186,0.019,-0.019,0
,,,,0.2,0.013,-0.013,0
,,,,0.269,0.063,-0.034,0
,,,,0.237,0.081,-0.037,0
,,,,0.22,0.01,-0.009,0
,,,,0.103,0.009,-0.008,0
,,,,0.259,0.021,-0.024,0
,,,,0.144,0.041,-0.015,0
,,,,0.175,0.036,-0.013,0
,,,,0.136,0.045,-0.019,0
,,,,0.061,0.005,-0.004,0
,,,,0.064,0.006,-0.004,0
,,,,0.205,0.015,-0.015,0
,,,,0.227,0.017,-0.017,0
,,,,0.079,0.016,-0.008,0
,,,,0.097,0.023,-0.016,0
,,,,0.317,0.089,-0.037,0
,,,,0.067,0.011,-0.007,0
,,,,0.131,0.017,-0.012,0
,,,,0.106,0.007,-0.011,0
,,,,0.07,0.007,-0.004,0
,,,,0.244,0.036,-0.021,0
,,,,0.116,0.019,-0.013,0
,,,,0.15,0.065,-0.028,0
,,,,0.118,0.023,-0.023,0
,,,,0.2,0.038,-0.038,0
,,,,0.13,0.014,-0.009,0
,,,,0.095,0.017,-0.009,0
,,,,0.136,0.061,-0.03,0
,,,,0.084,0.017,-0.007,0
,,,,0.107,0.021,-0.01,0
,,,,0.115,0.025,-0.013,0
,,,,0.117,0.018,-0.012,0
,,,,0.093,0.026,-0.012,0
,,,,0.101,0.004,-0.01,0
,,,,0.093,0.01,-0.01,0
,,,,0.075,0.005,-0.004,0
,,,,0.189,0.032,-0.032,0
,,,,0.17,0.027,-0.027,0
,,,,0.188,0.027,-0.028,0
,,,,0.071,0.012,-0.008,0
,,,,0.133,0.015,-0.012,0
,,,,0.054,0.008,-0.004,0
,,,,0.144,0.036,-0.019,0
,,,,0.16,0.022,-0.014,0
,,,,0.136,0.058,-0.03,0
,,,,0.119,0.042,-0.021,0
,,,,0.068,0.01,-0.006,0
,,,,0.097,0.039,-0.015,0
,,,,0.212,0.016,-0.016,0
,,,,0.304,0.025,-0.025,0
,,,,0.102,0.03,-0.013,0
,,,,0.113,0.037,-0.017,0
,,,,0.137,0.062,-0.025,0
,,,,0.283,0.027,-0.025,0
,,,,0.095,0.023,-0.011,0
,,,,0.11,0.008,-0.009,0
,,,,0.17,0.022,-0.015,0
,,,,0.095,0.042,-0.015,0
,,,,0.085,0.025,-0.009,0
,,,,0.145,0.029,-0.021,0
0.333,0.016,-0.016,0,0.754,0.003,-0.003,0
,,,,0.137,0.068,-0.068,0
,,,,0.322,0.158,-0.158,0
,,,,0.279,0.025,-0.015,0
,,,,0.073,0.021,-0.01,0
,,,,0.12,0.052,-0.021,0
,,,,0.115,0.042,-0.017,0
,,,,0.126,0.017,-0.01,0
,,,,0.096,0.008,-0.007,0
,,,,0.185,0.021,-0.013,0
,,,,0.082,0.029,-0.012,0
,,,,0.154,0.014,-0.017,0
,,,,0.198,0.08,-0.029,0
,,,,0.189,0.012,-0.012,0
,,,,0.183,0.013,-0.013,0
,,,,0.144,0.017,-0.012,0
,,,,0.072,0.014,-0.006,0
,,,,0.092,0.016,-0.01,0
,,,,0.186,0.039,-0.045,0
,,,,0.133,0.011,-0.013,0
,,,,0.184,0.043,-0.052,0
,,,,0.091,0.042,-0.013,0
,,,,0.107,0.033,-0.014,0
,,,,0.112,0.046,-0.021,0
,,,,0.068,0.013,-0.007,0
,,,,0.112,0.06,-0.06,0
,,,,0.27,0.145,-0.145,0
,,,,0.144,0.057,-0.024,0
,,,,0.193,0.071,-0.033,0
,,,,0.131,0.061,-0.024,0
,,,,0.117,0.028,-0.016,0
,,,,0.509,0.035,-0.041,0
,,,,0.541,0.078,-0.047,0
,,,,0.18,0.059,-0.038,0
,,,,0.329,0.044,-0.037,0
,,,,0.574,0.084,-0.045,0
,,,,0.069,0.013,-0.007,0
,,,,0.094,0.039,-0.039,0
,,,,0.202,0.084,-0.084,0
,,,,0.195,0.018,-0.009,0
,,,,0.12,0.018,-0.013,0
,,,,0.22,0.075,-0.031,0
,,,,0.141,0.058,-0.022,0
,,,,0.285,0.046,-0.054,0
,,,,0.325,0.029,-0.06,0
,,,,0.288,0.068,-0.031,0
,,,,0.079,0.016,-0.008,0
,,,,0.167,0.029,-0.02,0
,,,,0.23,0.07,-0.03,0
,,,,0.126,0.025,-0.025,0
,,,,0.244,0.046,-0.046,0
,,,,0.219,0.042,-0.042,0
,,,,0.43,0.221,-0.071,0
,,,,0.277,0.101,-0.052,0
,,,,0.263,0.087,-0.044,0
,,,,0.285,0.03,-0.022,0
,,,,0.237,0.026,-0.019,0
,,,,0.205,0.022,-0.013,0
,,,,0.168,0.046,-0.014,0
,,,,0.159,0.038,-0.018,0
,,,,0.11,0.025,-0.021,0
1.51968,0.64815,-0.64815,0,1.059,0.012,-0.012,0
,,,,0.096,0.013,-0.013,0
,,,,0.207,0.126,-0.126,0
,,,,0.199,0.12,-0.12,0
,,,,0.086,0.01,-0.009,0
,,,,0.164,0.01,-0.01,0
,,,0,0.143,0.016,-0.016,0
,,,0,0.194,0.014,-0.021,0
0.5,,,1,0.819,0.019,-0.017,0
0.01573,0.00975,-0.00881,0,0.197,0.007,-0.007,0
0.15291,0.01321,-0.01196,0,0.448,0.047,-0.047,0
5.88,0.47,-0.46,0,1.07,0.05,-0.05,0
,,,,0.203,0.104,-0.104,0
,,,,0.212,0.11,-0.11,0
,,,,0.154,0.013,-0.009,0
,,,,0.144,0.004,-0.004,0
,,,,0.138,0.004,-0.004,0
,,,,0.107,0.004,-0.004,0
,,,,0.906,0.021,-0.021,0
,,,,0.13,0.059,-0.059,0
,,,,0.24,0.108,-0.108,0
,,,,0.101,0.007,-0.007,0
,,,,0.108,0.007,-0.007,0
,,,,0.112,0.008,-0.008,0
,,,,0.196,0.026,-0.026,0
,,,,0.23,0.021,-0.021,0
2.45,0.11,-0.11,0,1.31,0.02,-0.02,0
,,,,0.285,0.02,-0.02,0
,,,,0.255,0.015,-0.015,0
,,,,0.209,0.094,-0.094,0
,,,,0.228,0.103,-0.103,0
,,,,0.169,0.08,-0.08,0
,,,,0.21,0.037,-0.037,0
,,,,0.255,0.047,-0.047,0
,,,,0.201,0.036,-0.036,0
,,,,0.246,0.05,-0.05,0
,,,,0.115,0.057,-0.057,0
,,,,0.217,0.108,-0.108,0
,,,,0.175,0.01,-0.01,0
,,,,0.133,0.008,-0.008,0
,,,,0.195,0.012,-0.012,0
,,,,0.228,0.114,-0.114,0
,,,,0.277,0.139,-0.139,0
,,,,0.128,0.065,-0.065,0
,,,,0.232,0.119,-0.119,0
,,,,0.224,0.118,-0.118,0
,,,,0.129,0.011,-0.013,0
0.006,0.002,-0.001,0,0.259,0.136,-0.027,0
0.024,0.011,-0.01,0,0.633,0.331,-0.064,0
,,,,0.259,0.112,-0.112,0
,,,,0.257,0.11,-0.11,0
,,,,0.352,0.152,-0.152,0
,,,,0.146,0.061,-0.061,0
,,,,0.178,0.072,-0.072,0
0.022,0.011,-0.011,0,0.178,0.009,-0.009,0
0.054,0.006,-0.006,0,0.49,0.023,-0.023,0
0.052,0.004,-0.004,0,0.623,0.029,-0.029,0
,,,,0.134,0.06,-0.06,0
,,,,0.269,0.12,-0.12,0
,,,,0.113,0.055,-0.055,0
,,,,0.178,0.087,-0.087,0
,,,,0.23,0.105,-0.105,0
,,,,0.306,0.136,-0.136,0
,,,,0.184,0.079,-0.079,0
,,,,0.203,0.087,-0.087,0
,,,,0.211,0.119,-0.119,0
,,,,0.176,0.099,-0.099,0
,,,,0.222,0.126,-0.126,0
,,,,0.104,0.06,-0.06,0
,,,,0.18,0.104,-0.104,0
,,,,0.095,0.011,-0.011,0
,,,,0.112,0.012,-0.012,0
,,,,0.125,0.014,-0.014,0
,,,,0.113,0.013,-0.012,0
,,,,0.104,0.007,-0.007,0
,,,,0.126,0.025,-0.025,0
,,,,0.238,0.046,-0.046,0
,,,,0.15,0.068,-0.068,0
,,,,0.285,0.129,-0.129,0
,,,,0.108,0.054,-0.054,0
,,,,0.212,0.106,-0.106,0
0.02643,0.00503,-0.00472,0,,,,
0.04122,0.0085,-0.0085,0,,,,
0.07079,0.00378,-0.01762,0,,,,
,,,,0.139,0.01,-0.01,0
,,,,0.13,0.009,-0.009,0
,,,,0.12,0.059,-0.059,0
,,,,0.166,0.082,-0.082,0
,,,,0.203,0.014,-0.012,0
,,,,0.244,0.04,-0.04,0
,,,,0.249,0.046,-0.046,0
,,,,0.091,0.009,-0.006,0
,,,,0.213,0.096,-0.096,0
,,,,0.245,0.111,-0.111,0
,,,,0.135,0.07,-0.07,0
,,,,0.231,0.121,-0.121,0
,,,,0.214,0.112,-0.112,0
,,,,0.181,0.066,-0.066,0
,,,,0.138,0.051,-0.051,0
,,,,0.17,0.013,-0.013,0
,,,,0.2,0.015,-0.015,0
,,,,0.091,0.004,-0.004,0
,,,,0.11,0.004,-0.004,0
,,,,0.109,0.009,-0.009,0
,,,,0.081,0.004,-0.004,0
,,,,0.252,0.037,-0.037,0
,,,,0.22,0.033,-0.033,0
,,,,0.136,0.008,-0.006,0
,,,,0.277,0.05,-0.05,0
,,,,0.29,0.052,-0.052,0
0.03052,0.00444,-0.00453,0,0.167,0.006,-0.003,0
0.04012,0.00683,-0.00705,0,0.272,0.006,-0.005,0
0.03168,0.01249,-0.01164,0,0.245,0.007,-0.005,0
,,,,0.077,0.002,-0.002,0
,,,,0.089,0.004,-0.008,0
0.0628,0.00969,-0.01136,0,,,,
,,,,0.19,0.037,-0.037,0
,,,,0.142,0.026,-0.026,0
,,,,0.219,0.043,-0.043,0
,,,,0.254,0.054,-0.054,0
,,,,0.145,0.009,-0.009,0
,,,,0.165,0.009,-0.009,0
,,,,0.229,0.046,-0.046,0
,,,,0.22,0.042,-0.042,0
,,,,0.128,0.025,-0.025,0
,,,,0.226,0.048,-0.048,0
,,,,0.16,0.035,-0.035,0
,,,,0.135,0.012,-0.012,0
,,,,0.146,0.011,-0.011,0
,,,,0.107,0.021,-0.021,0
,,,,0.158,0.03,-0.03,0
,,,,0.106,0.021,-0.021,0
,,,,0.14,0.027,-0.027,0
,,,,0.134,0.026,-0.026,0
,,,,0.295,0.056,-0.056,0
,,,,0.145,0.027,-0.027,0
,,,,0.124,0.023,-0.023,0
,,,,0.107,0.021,-0.021,0
,,,,0.132,0.025,-0.025,0
,,,,0.202,0.03,-0.03,0
,,,,0.277,0.045,-0.045,0
0.01598,0.00541,-0.00541,0,0.146,0.002,-0.001,0
,,,,0.262,0.019,-0.019,0
,,,,0.323,0.017,-0.017,0
,,,,0.112,0.008,-0.008,0
,,,,0.115,0.008,-0.008,0
,,,,0.097,0.019,-0.019,0
,,,,0.244,0.045,-0.045,0
,,,,0.145,0.028,-0.028,0
,,,,0.209,0.04,-0.04,0
,,,,0.233,0.044,-0.044,0
,,,,0.19,0.036,-0.036,0
,,,,0.145,0.036,-0.036,0
,,,,0.158,0.037,-0.037,0
,,,,0.213,0.049,-0.049,0
,,,,0.156,0.037,-0.037,0
,,,,0.21,0.041,-0.041,0
,,,,0.271,0.053,-0.053,0
,,,,0.199,0.029,-0.029,0
,,,,0.165,0.024,-0.024,0
,,,,0.118,0.032,-0.024,0
,,,,0.132,0.011,-0.011,0
,,,,0.28,0.023,-0.023,0
,,,,0.237,0.025,-0.016,0
,,,,0.263,0.044,-0.044,0
,,,,0.319,0.054,-0.054,0
,,,,0.251,0.043,-0.043,0
0.113,,,1,0.212,0.012,-0.012,0
,,,,0.072,0.004,-0.004,0
,,,,0.14,0.008,-0.008,0
,,,,0.087,0.005,-0.005,0
,,,,0.119,0.011,-0.011,0
,,,,0.153,0.015,-0.015,0
,,,,0.261,0.024,-0.024,0
,,,,0.244,0.022,-0.022,0
,,,,0.235,0.022,-0.022,0
,,,,0.282,0.125,-0.125,0
,,,,0.414,0.185,-0.185,0
,,,,0.329,0.145,-0.145,0
0.02328,0.00409,-0.00346,0,0.267,0.016,-0.024,0
0.01605,0.00535,-0.00346,0,0.307,0.018,-0.027,0
0.02517,0.00472,-0.00409,0,0.467,0.023,-0.04,0
0.0151,0.0044,-0.00378,0,0.41,0.024,-0.037,0
,,,,0.124,0.008,-0.008,0
,,,,0.278,0.023,-0.023,0
,,,,0.205,0.012,-0.012,0
,,,,0.176,0.013,-0.013,0
,,,,0.107,0.006,-0.006,0
,,,,0.164,0.009,-0.009,0
,,,,0.138,0.055,-0.055,0
,,,,0.203,0.08,-0.08,0
,,,,0.109,0.044,-0.044,0
,,,,0.277,0.14,-0.14,0
,,,,0.271,0.136,-0.136,0
,,,,0.136,0.063,-0.063,0
,,,,0.241,0.111,-0.111,0
,,,,0.36,0.165,-0.165,0
,,,,0.196,0.07,-0.07,0
,,,,0.439,0.155,-0.155,0
,,,,0.343,0.123,-0.123,0
0.8,,,1,0.17,,,0
2.7,,,1,0.285,,,0
,,,,0.196,0.008,-0.008,0
,,,,0.38,0.194,-0.194,0
,,,,0.182,0.093,-0.093,0
,,,,0.154,0.011,-0.011,0
,,,,0.172,0.017,-0.017,0
,,,,0.275,0.131,-0.131,0
,,,,0.342,0.166,-0.166,0
,,,,0.217,0.059,-0.059,0
,,,,0.242,0.07,-0.07,0
,,,,0.33,0.148,-0.148,0
,,,,0.313,0.139,-0.139,0
,,,,0.199,0.009,-0.009,0
,,,,0.114,0.007,-0.007,0
,,,,0.183,0.009,-0.009,0
,,,,0.198,0.026,-0.026,0
,,,,0.14,0.011,-0.011,0
,,,,0.178,0.015,-0.015,0
,,,,0.126,0.067,-0.067,0
,,,,0.186,0.098,-0.098,0
,,,,0.154,0.036,-0.036,0
,,,,0.213,0.04,-0.04,0
,,,,0.274,0.051,-0.051,0
0.534,0.226,-0.217,0,0.5,0.211,-0.041,0
0.042,0.009,-0.008,0,0.178,0.076,-0.015,0
,,,,0.208,0.013,-0.013,0
,,,,0.224,0.037,-0.037,0
1.6,,,1,0.214,,,0
1.6,,,1,0.25,,,0
,,,,0.149,0.035,-0.035,0
,,,,0.248,0.057,-0.057,0
,,,,0.122,0.05,-0.05,0
,,,,0.196,0.079,-0.079,0
,,,,0.208,0.092,-0.092,0
,,,,0.229,0.099,-0.099,0
,,,,0.233,0.143,-0.143,0
,,,,0.178,0.11,-0.11,0
,,,,0.219,0.103,-0.103,0
,,,,0.178,0.087,-0.087,0
,,,,0.246,0.103,-0.103,0
,,,,0.183,0.078,-0.078,0
,,,,0.206,0.087,-0.087,0
,,,,0.229,0.016,-0.016,0
,,,,0.194,0.015,-0.015,0
,,,,0.27,0.019,-0.019,0
,,,,0.156,0.007,-0.005,0
,,,,0.209,0.107,-0.107,0
,,,,0.134,0.068,-0.068,0
,,,,0.146,0.041,-0.041,0
,,,,0.365,0.102,-0.102,0
,,,,0.352,0.098,-0.098,0
,,,,0.269,0.032,-0.032,0
,,,,0.363,0.044,-0.044,0
,,,,0.097,0.004,-0.004,0
,,,,0.135,0.008,-0.008,0
,,,,0.14,0.012,-0.012,0
0.0275,0.0079,-0.0073,0,0.245,0.003,-0.003,0
0.0479,0.0041,-0.0051,0,0.465,0.006,-0.006,0
0.226,0.031,-0.031,0,,,,0
,,,,0.101,0.061,-0.061,0
,,,,0.203,0.117,-0.117,0
,,,,0.194,0.112,-0.112,0
,,,,0.119,0.021,-0.021,0
,,,,0.247,0.044,-0.044,0
,,,,0.247,0.044,-0.044,0
,,,,0.247,0.044,-0.044,0
,,,,0.11,0.011,-0.011,0
,,,,0.192,0.012,-0.012,0
,,,,0.145,0.06,-0.06,0
,,,,0.236,0.099,-0.099,0
,,,,0.283,0.116,-0.116,0
,,,,0.345,0.165,-0.165,0
,,,,0.192,0.092,-0.092,0
,,,,0.223,0.106,-0.106,0
,,,,0.138,0.055,-0.055,0
,,,,0.267,0.105,-0.105,0
,,,,0.118,0.012,-0.009,0
,,,,0.142,0.035,-0.035,0
,,,,0.192,0.047,-0.047,0
,,,,0.221,0.056,-0.056,0
,,,,0.21,0.052,-0.052,0
,,,,0.233,0.117,-0.117,0
,,,,0.483,0.243,-0.243,0
,,,,0.442,0.221,-0.221,0
,,,,0.362,0.242,-0.242,0
,,,,0.322,0.217,-0.217,0
,,,,0.25,0.122,-0.122,0
,,,,0.241,0.117,-0.117,0
0.01611,0.00205,-0.00192,0,0.248,0.01,-0.01,0
0.01951,0.00205,-0.00205,0,0.243,0.011,-0.011,0
,,,,0.095,0.005,-0.005,0
,,,,0.215,0.013,-0.013,0
,,,,0.179,0.049,-0.049,0
,,,,0.155,0.048,-0.048,0
,,,,0.194,0.012,-0.012,0
,,,,0.178,0.012,-0.012,0
,,,,0.121,0.053,-0.053,0
,,,,0.146,0.061,-0.061,0
,,,,0.238,0.129,-0.129,0
,,,,0.22,0.12,-0.12,0
,,,,0.297,0.066,-0.066,0
,,,,0.252,0.052,-0.052,0
,,,,0.166,0.04,-0.04,0
,,,,0.235,0.049,-0.049,0
,,,,0.222,0.048,-0.048,0
,,,,0.231,0.049,-0.049,0
,,,,0.221,0.107,-0.107,0
,,,,0.347,0.169,-0.169,0
,,,,0.177,0.008,-0.008,0
,,,,0.19,0.01,-0.01,0
,,,,0.203,0.011,-0.011,0
,,,,0.227,0.042,-0.042,0
,,,,0.302,0.062,-0.062,0
,,,,0.22,0.103,-0.103,0
,,,,0.151,0.071,-0.071,0
9.11,,,1,0.357,,,0
13.8,,,1,0.437,,,0
,,,,0.179,0.036,-0.036,0
,,,,0.158,0.033,-0.033,0
,,,,0.11,0.007,-0.006,0
,,,,0.085,0.005,-0.005,0
,,,,0.059,0.004,-0.004,0
,,,,0.128,0.069,-0.069,0
,,,,0.16,0.086,-0.086,0
,,,,0.201,0.109,-0.109,0
,,,,0.134,0.077,-0.077,0
,,,,0.177,0.103,-0.103,0
,,,,0.137,0.075,-0.075,0
,,,,0.164,0.089,-0.089,0
,,,,0.209,0.04,-0.04,0
,,,,0.302,0.057,-0.057,0
,,,,0.297,0.066,-0.066,0
,,,,0.256,0.12,-0.12,0
0.052,0.014,-0.011,0,0.259,0.113,-0.025,0
0.051,0.016,-0.014,0,0.25,0.11,-0.024,0
0.275,0.131,-0.126,0,0.261,0.065,-0.056,0
0.202,0.057,-0.049,0,0.3,0.074,-0.064,0
,,,,0.363,0.014,-0.014,0
,,,,0.32,0.038,-0.038,0
,,,,0.323,0.063,-0.063,0
0.155,0.023,-0.019,0,0.384,0.153,-0.037,0
0.118,0.017,-0.014,0,0.277,0.111,-0.027,0
1.51,,,1,0.321,,,0
1.36,,,1,0.303,,,0
,,,,0.129,0.062,-0.062,0
,,,,0.179,0.087,-0.087,0
,,,,0.252,0.1,-0.1,0
,,,,0.474,0.184,-0.184,0
,,,,0.09,0.022,-0.022,0
,,,,0.107,0.026,-0.026,0
0.192,0.113,-0.114,0,0.219,0.089,-0.018,0
0.177,0.051,-0.053,0,0.277,0.112,-0.022,0
,,,,0.19,0.023,-0.023,0
,,,,0.162,0.011,-0.011,0
,,,,0.2,0.087,-0.087,0
,,,,0.233,0.105,-0.105,0
,,,,0.12,0.052,-0.052,0
,,,,0.1,0.044,-0.044,0
,,,,0.111,0.022,-0.022,0
,,,,0.122,0.024,-0.024,0
,,,,0.119,0.024,-0.024,0
,,,,0.158,0.038,-0.038,0
,,,,0.208,0.095,-0.095,0
,,,,0.291,0.133,-0.133,0
,,,,0.149,0.071,-0.071,0
,,,,0.254,0.121,-0.121,0
,,,,0.238,0.113,-0.113,0
0.023,0.021,-0.021,0,0.192,0.009,-0.009,0
0.42,0.05,-0.05,0,1.034,0.017,-0.017,0
0.013,0.003,-0.003,0,0.239,0.015,-0.015,0
0.01419,0.00444,-0.00463,0,0.299,0.02,-0.02,0
0.01259,0.00387,-0.00406,0,0.28,0.018,-0.018,0
,,,,0.201,0.109,-0.109,0
,,,,0.241,0.124,-0.124,0
,,,,0.193,0.084,-0.084,0
,,,,0.168,0.073,-0.073,0
,,,,0.118,0.012,-0.012,0
,,,,0.131,0.013,-0.013,0
,,,,0.199,0.019,-0.019,0
,,,,0.238,0.031,-0.031,0
,,,,0.21,0.02,-0.02,0
,,,,0.274,0.116,-0.116,0
,,,,0.342,0.145,-0.145,0
,,,,0.158,0.074,-0.074,0
,,,,0.242,0.113,-0.113,0
,,,,0.109,0.057,-0.057,0
,,,,0.104,0.055,-0.055,0
,,,,0.121,0.064,-0.064,0
,,,,0.144,0.026,-0.024,0
,,,,0.178,0.029,-0.029,0
,,,,0.186,0.029,-0.029,0
,,,,0.136,0.024,-0.022,0
,,,,0.161,0.028,-0.027,0
,,,,0.256,0.046,-0.046,0
,,,,0.583,0.105,-0.105,0
,,,,0.175,0.009,-0.009,0
,,,,0.172,0.02,-0.02,0
,,,,0.223,0.018,-0.018,0
,,,,0.118,0.024,-0.024,0
,,,,0.236,0.056,-0.056,0
,,,,0.166,0.034,-0.034,0
,,,,0.167,0.035,-0.035,0
0.036,0.004,-0.004,0,0.348,0.018,-0.018,0
2.01,0.16,-0.16,0,1.097,0.036,-0.036,0
0.073,0.008,-0.008,0,0.785,0.045,-0.045,0
,,,,0.149,0.068,-0.068,0
,,,,0.201,0.093,-0.093,0
,,,,0.12,0.064,-0.064,0
,,,,0.12,0.064,-0.064,0
,,,,0.156,0.084,-0.084,0
,,,,0.362,0.076,-0.076,0
,,,,1.111,0.227,-0.227,0
,,,,0.079,0.004,-0.004,0
,,,,0.102,0.008,-0.008,0
,,,,0.255,0.019,-0.019,0
,,,,0.194,0.013,-0.013,0
,,,,0.245,0.019,-0.019,0
,,,,0.107,0.005,-0.003,0
0.033,0.008,-0.006,0,0.321,0.08,-0.032,0
0.019,0.008,-0.007,0,0.294,0.073,-0.029,0
,,,,0.242,0.037,-0.037,0
,,,,0.136,0.009,-0.009,0
,,,,0.21,0.017,-0.017,0
,,,,0.22,0.021,-0.021,0
,,,,0.203,0.013,-0.013,0
0.02341,0.00286,-0.00274,0,0.217,0.008,-0.008,0
0.01145,0.00205,-0.00182,0,0.196,0.006,-0.006,0
,,,,0.189,0.091,-0.091,0
,,,,0.193,0.093,-0.093,0
,,,,0.139,0.012,-0.012,0
,,,,0.224,0.016,-0.016,0
,,,,0.491,0.098,-0.098,0
4.7,,,1,0.473,0.098,-0.098,0
6.8,,,1,0.348,0.071,-0.071,0
,,,,0.106,0.05,-0.05,0
,,,,0.302,0.141,-0.141,0
,,,,0.22,0.103,-0.103,0
,,,,0.152,0.029,-0.029,0
,,,,0.128,0.025,-0.025,0
,,,,0.115,0.022,-0.022,0
,,,,0.281,0.054,-0.054,0
,,,,0.226,0.028,-0.028,0
,,,,0.229,0.037,-0.037,0
,,,,0.074,0.011,-0.011,0
,,,,0.259,0.038,-0.038,0
,,,,0.336,0.07,-0.07,0
,,,,0.37,0.086,-0.086,0
,,,,0.095,0.01,-0.01,0
,,,,0.103,0.011,-0.011,0
,,,,0.186,0.086,-0.086,0
,,,,0.153,0.07,-0.07,0
,,,,0.42,0.074,-0.074,0
,,,,0.328,0.058,-0.058,0
,,,,0.145,0.021,-0.021,0
,,,,0.235,0.033,-0.033,0
,,,,0.204,0.031,-0.031,0
4.1,,,1,0.196,0.018,-0.018,0
0.5,,,1,0.178,0.018,-0.018,0
,,,,0.241,0.018,-0.018,0
,,,,0.134,0.009,-0.009,0
,,,,0.073,0.006,-0.006,0
,,,,0.102,0.048,-0.048,0
,,,,0.122,0.057,-0.057,0
,,,,0.158,0.03,-0.03,0
,,,,0.207,0.04,-0.04,0
,,,,0.09,0.01,-0.01,0
,,,,0.149,0.016,-0.016,0
,,,,0.128,0.025,-0.025,0
,,,,0.145,0.029,-0.029,0
,,,,0.102,0.01,-0.01,0
,,,,0.281,0.029,-0.029,0
,,,,0.26,0.128,-0.128,0
,,,,0.227,0.112,-0.112,0
,,,,0.249,0.124,-0.124,0
,,,,0.136,0.014,-0.014,0
,,,,0.125,0.009,-0.009,0
,,,,0.108,0.008,-0.008,0
,,,,0.099,0.004,-0.004,0
,,,,0.092,0.004,-0.004,0
,,,,0.154,0.009,-0.009,0
0.09,0.041,-0.039,0,0.205,0.086,-0.021,0
0.124,0.043,-0.04,0,0.482,0.2,-0.048,0
,,,,0.125,0.022,-0.022,0
,,,,0.172,0.026,-0.026,0
,,,,0.155,0.016,-0.016,0
,,,,0.285,0.027,-0.027,0
,,,,0.477,0.044,-0.044,0
,,,,0.359,0.034,-0.034,0
,,,,0.398,0.037,-0.037,0
,,,,0.12,0.047,-0.047,0
,,,,0.174,0.064,-0.064,0
,,,,0.162,0.017,-0.017,0
,,,,0.164,0.017,-0.017,0
,,,,0.146,0.015,-0.015,0
,,,,0.104,0.007,-0.007,0
,,,,0.097,0.007,-0.007,0
,,,,0.105,0.007,-0.007,0
,,,,0.118,0.014,-0.014,0
,,,,0.099,0.018,-0.018,0
,,,,0.1,0.019,-0.019,0
,,,,0.128,0.023,-0.023,0
,,,,0.126,0.023,-0.023,0
,,,,0.302,0.06,-0.06,0
,,,,0.274,0.059,-0.059,0
,,,,0.091,0.017,-0.017,0
,,,,0.187,0.033,-0.033,0
,,,,0.211,0.043,-0.043,0
,,,,0.137,0.038,-0.038,0
,,,,0.183,0.051,-0.051,0
,,,,0.218,0.012,-0.012,0
,,,,0.209,0.011,-0.011,0
,,,,0.268,0.025,-0.025,0
0.027,0.023,-0.02,0,0.139,0.006,-0.006,0
,,,,0.127,0.059,-0.059,0
,,,,0.103,0.046,-0.046,0
,,,,0.104,0.047,-0.047,0
0.22,0.011,-0.01,0,0.764,0.012,-0.014,0
,,,,0.226,0.054,-0.054,0
,,,,0.301,0.069,-0.069,0
,,,,0.105,0.055,-0.055,0
,,,,0.152,0.077,-0.077,0
